Date,Open,High,Low,Close,Adj Close,Volume
2007-01-02,5.019230,5.019230,5.019230,5.019230,3.526056,0
2007-01-03,5.000000,5.000000,5.000000,5.000000,3.512547,0
2007-01-04,5.000000,5.000000,5.000000,5.000000,3.512547,0
2007-01-05,5.000000,5.000000,5.000000,5.000000,3.512547,0
2007-01-08,5.446150,5.446150,5.446150,5.446150,3.825972,0
2007-01-09,5.038460,5.038460,5.038460,5.038460,3.539565,0
2007-01-10,5.038460,5.038460,5.038460,5.038460,3.539565,0
2007-01-11,5.046150,5.046150,5.046150,5.046150,3.544969,0
2007-01-12,5.384620,5.384620,5.384620,5.384620,3.782746,3640
2007-01-15,6.923080,6.923080,6.923080,6.923080,4.863529,520
2007-01-16,9.615380,9.615380,9.615380,9.615380,6.754895,520
2007-01-17,9.615380,9.615380,9.615380,9.615380,6.754895,0
2007-01-18,9.615380,9.615380,9.615380,9.615380,6.754895,0
2007-01-19,9.615380,9.615380,9.615380,9.615380,6.754895,0
2007-01-22,6.923080,6.923080,6.923080,6.923080,4.863529,0
2007-01-23,6.923080,6.923080,6.923080,6.923080,4.863529,0
2007-01-24,6.923080,6.923080,6.923080,6.923080,4.863529,0
2007-01-26,6.923080,6.923080,5.961540,5.961540,4.188037,0
2007-01-29,5.961540,5.961540,5.961540,5.961540,4.188037,0
2007-01-30,5.961540,5.961540,5.961540,5.961540,4.188037,0
2007-01-31,9.615380,9.615380,5.961540,5.961540,4.188037,0
2007-02-01,9.615380,9.615380,5.961540,5.961540,4.188037,0
2007-02-02,6.923080,6.923080,6.923080,6.923080,4.863529,2600
2007-02-05,6.923080,6.923080,6.923080,6.923080,4.863529,0
2007-02-06,9.615380,9.615380,6.153850,6.153850,4.323138,0
2007-02-07,6.923080,6.923080,6.923080,6.923080,4.863529,2600
2007-02-08,6.923080,6.923080,6.923080,6.923080,4.863529,2600
2007-02-09,6.153850,6.153850,6.153850,6.153850,4.323138,0
2007-02-12,9.615380,9.615380,7.269230,7.269230,5.106702,0
2007-02-13,9.615380,9.615380,7.269230,7.269230,5.106702,0
2007-02-14,6.923080,6.923080,6.423080,6.423080,4.512273,0
2007-02-15,6.923080,6.923080,6.923080,6.923080,4.863529,2860
2007-02-16,6.923080,6.923080,6.923080,6.923080,4.863529,2860
2007-02-21,6.346150,7.884620,6.153850,6.153850,4.323138,0
2007-02-22,9.615380,9.615380,6.538460,6.538460,4.593330,0
2007-02-23,6.538460,6.542310,6.538460,6.542310,4.596034,2600
2007-02-26,6.538460,6.538460,6.538460,6.538460,4.593330,2860
2007-02-27,6.538460,6.538460,6.538460,6.538460,4.593330,2860
2007-02-28,6.153850,6.153850,6.153850,6.153850,4.323138,0
2007-03-01,6.915380,6.915380,5.384620,5.384620,3.782746,0
2007-03-02,7.684620,7.684620,5.769230,5.769230,4.052938,0
2007-03-05,5.769230,5.769230,5.769230,5.769230,4.052938,0
2007-03-06,7.680770,7.680770,7.680770,7.680770,5.395814,260
2007-03-07,7.576920,7.576920,5.000000,5.000000,3.512547,0
2007-03-08,7.307690,7.307690,7.307690,7.307690,5.133720,0
2007-03-09,7.307690,7.307690,7.307690,7.307690,5.133720,0
2007-03-12,7.307690,7.307690,7.307690,7.307690,5.133720,2080
2007-03-13,7.230770,7.230770,7.230770,7.230770,5.079683,260
2007-03-14,7.230770,7.230770,7.230770,7.230770,5.079683,260
2007-03-15,7.307690,7.307690,6.923080,6.923080,4.863529,0
2007-03-16,7.692310,7.692310,6.461540,6.461540,4.539292,0
2007-03-19,7.688460,7.688460,6.461540,6.461540,4.539292,0
2007-03-20,7.688460,7.688460,6.423080,6.423080,4.512273,0
2007-03-21,7.500000,7.500000,5.000000,5.000000,3.512547,0
2007-03-22,7.307690,7.307690,6.346150,6.346150,4.458230,0
2007-03-23,7.303850,7.303850,5.961540,5.961540,4.188037,0
2007-03-26,7.192310,7.192310,6.000000,6.000000,4.215055,0
2007-03-27,6.923080,6.923080,6.923080,6.923080,4.863529,260
2007-03-28,6.923080,6.923080,6.923080,6.923080,4.863529,0
2007-03-29,6.923080,6.923080,6.923080,6.923080,4.863529,0
2007-03-30,6.538460,6.538460,5.769230,5.769230,4.052938,0
2007-04-02,7.288460,7.288460,5.769230,5.769230,4.052938,0
